ACCESSION_NUMBER	CIK	REGISTRANT_NAME	FILE_NUM	LEI	ADDRESS1	ADDRESS2	CITY	STATE	COUNTRY	ZIP	PHONE
0001752724-24-275601	0001771146	ETF Opportunities Trust	811-23439	549300FWST5041130Z58	8730 Stony Point Parkway	Suite 205	Richmond	US-VA	US	23235	804-267-7400
0001752724-24-275028	0001350487	WisdomTree Trust	811-21864	549300SEVJBU47TE8855	250 West 34th Street	3rd Floor	New York	US-NY	US	10119	866-909-9473
0001752724-24-275486	0001032423	Diamond Hill Funds	811-08061	549300PZZTQU6QTHS663	325 John H. McConnell Blvd.	Suite 200	Columbus	US-OH	US	43215	888-226-5595
0001752724-24-275106	0000896435	AIM Variable Insurance Funds (Invesco Variable Insurance Funds)	811-07452	FC4UULIMJMGKBDUARB13	11 Greenway Plaza	Suite 1000	Houston	US-TX	US	77046-1173	800-959-4246
0001145549-24-076924	0001475457	Grosvenor Registered Multi-Strategy Fund (TI 1), LLC	811-22352	549300XOR7IG6L0QQQ53	900 North Michigan Avenue	Suite 1100	Chicago	US-IL	US	60611	3125066500
0001145549-24-076770	0001884021	Volatility Shares Trust	811-23785	54930004NGKHU04MBA84	2000 PGA Boulevard	Suite 4440	Palm Beach Gardens	US-FL	US	33408	203-998-6005
0001145549-24-077086	0002020510	Hamilton Lane Private Infastructure Fund	811-23972	52990009ELW8MTXQUJ56	110 Washington St., Ste. 1300		Conshohocken	US-PA	US	19428	8663611720
0001752724-24-275682	0001587551	Capitol Series Trust	811-22895	549300MZI5K7U8BD2Q02	225 Pictoria Drive	Suite 450	Cincinnati	US-OH	US	45246	513-587-3400
0001752724-24-275715	0000793040	Ellsworth Growth & Income Fund Ltd	811-04656	549300GYFOXHCDQTI772	One Corporate Center		Rye	US-NY	US	10580-1422	1-800-422-3554
0001145549-24-071340	0001821505	E-Valuator Funds Trust	811-23606	549300CCO563RC43JL59	7760 France Avenue South, Suite 925		Bloomington	US-MN	US	55435	8556219877
0001752724-24-263194	0000751173	Manning & Napier Fund, Inc.	811-04087	549300B31SDCBSJSN672	290 Woodcliff Drive		Fairport	US-NY	US	14450	585-325-6880
0001752724-24-263705	0000095603	DEUTSCHE DWS MARKET TRUST	811-01236	IFRD7YR9ULMP0L9V6675	875 Third Avenue		NEW YORK	US-NY	US	10022-6225	212-454-4500
0001752724-24-263064	0000012601	Principal Variable Contract Funds, Inc	811-01944	ICS43THKTGQL3EQ10426	801 Grand Ave		Des Moines	US-IA	US	50309	515-235-1719
0001162044-24-001301	0001281790	FRANK FUNDS	811-21532	549300LBDAM02QHSWS48	781 Crandon Blvd.	Unit 602	Key Biscayne	US-FL	US	33149	973-887-7698
0001145549-24-071537	0001131013	Guidestone Funds	811-10263	5493004CCGXMXJDWX424	5005 LBJ Freeway, Ste. 2200		Dallas	US-TX	US	75244	214-720-1170
0001752724-24-263204	0001969674	2023 ETF Series Trust	811-23883	5493000L2E3DBUPMOK03	Three Canal Plaza, Suite 100	c/o Foreside Management Services, LLC	Portland	US-ME	US	04101	(833)782-2211
0001752724-24-263584	0001567101	Bridge Builder Trust	811-22811	549300MZGMJ1KD5SOK80	12555 Manchester Road	NULL	St. Louis	US-MO	US	63131	314-515-2000
0001145549-24-071531	0001131013	Guidestone Funds	811-10263	5493004CCGXMXJDWX424	5005 LBJ Freeway, Ste. 2200		Dallas	US-TX	US	75244	214-720-1170
0001752724-24-263715	0000810573	DEUTSCHE DWS VARIABLE SERIES II	811-05002	7WRERVUOG2HKG87QIP75	875 Third Avenue		NEW YORK	US-NY	US	10022-6225	212-454-4500
0001752724-24-263195	0001969674	2023 ETF Series Trust	811-23883	5493000L2E3DBUPMOK03	Three Canal Plaza, Suite 100	c/o Foreside Management Services, LLC	Portland	US-ME	US	04101	(833)782-2211
0001752724-24-263594	0001567101	Bridge Builder Trust	811-22811	549300MZGMJ1KD5SOK80	12555 Manchester Road	NULL	St. Louis	US-MO	US	63131	314-515-2000
0001145549-24-071585	0000811030	Professionally Managed Portfolios	811-05037	254900BPISCYGRJD2727	615 East Michigan Street		Milwaukee	US-WI	US	53202	414-516-1523
0001145549-24-071528	0001131013	Guidestone Funds	811-10263	5493004CCGXMXJDWX424	5005 LBJ Freeway, Ste. 2200		Dallas	US-TX	US	75244	214-720-1170
0001145549-24-071519	0001131013	Guidestone Funds	811-10263	5493004CCGXMXJDWX424	5005 LBJ Freeway, Ste. 2200		Dallas	US-TX	US	75244	214-720-1170
0001145549-24-071529	0001131013	Guidestone Funds	811-10263	5493004CCGXMXJDWX424	5005 LBJ Freeway, Ste. 2200		Dallas	US-TX	US	75244	214-720-1170
0001752724-24-263725	0000862157	DEUTSCHE DWS INSTITUTIONAL FUNDS	811-06071	CRLHTSOT8QQ0BJNV7O60	875 Third Avenue		NEW YORK	US-NY	US	10022-6225	212-454-4500
0001752724-24-263205	0001268884	CBRE Global Real Estate Income Fund	811-21465	549300HYEBBK5ZZO6F11	555 East Lancaster Avenue	Suite 120	Radnor	US-PA	US	19087	610-995-2500
0001752724-24-263707	0000810573	DEUTSCHE DWS VARIABLE SERIES II	811-05002	7WRERVUOG2HKG87QIP75	875 Third Avenue		NEW YORK	US-NY	US	10022-6225	212-454-4500
0001145549-24-071534	0001131013	Guidestone Funds	811-10263	5493004CCGXMXJDWX424	5005 LBJ Freeway, Ste. 2200		Dallas	US-TX	US	75244	214-720-1170
0001752724-24-263595	0001567101	Bridge Builder Trust	811-22811	549300MZGMJ1KD5SOK80	12555 Manchester Road	NULL	St. Louis	US-MO	US	63131	314-515-2000
0001752724-24-291840	0001274676	AB CORPORATE SHARES	811-21497	549300BBBXET1QJ4NU38	ALLIANCEBERNSTEIN LP	66 Hudson Boulevard East	NEW YORK	US-NY	US	10001	212-969-1000
0000869392-24-002540	0000794614	Putnam Global Income Trust	811-04524	YG36PGJJVUMHC9JGGU34	100 FEDERAL STREET		BOSTON	US-MA	US	02110	1-800-225-1581
0001145549-24-079951	0001742912	Tidal ETF Trust	811-23377	549300VTYHP8U2332C46	234 West Florida Street	Suite 203	Milwaukee	US-WI	US	53204	844-986-7700
0000869392-24-002523	0001845809	Putnam ETF Trust	811-23643	549300EMFKH8ETCKNO35	100 FEDERAL STREET		BOSTON	US-MA	US	02110	1-800-225-1581
0000869392-24-002555	0001295293	Putnam Target Date Funds	811-21598	5493005X9RIMZKJNE675	100 FEDERAL STREET		BOSTON	US-MA	US	02110	1-800-225-1581
0000869392-24-002548	0000932101	Putnam Investment Funds	811-07237	549300SRAF55EHI5J317	100 FEDERAL STREET		BOSTON	US-MA	US	02110	1-800-225-1581
0001752724-24-292167	0001048702	Nationwide Mutual Funds	811-08495	549300NXDT8MH8Z3PQ44	One Nationwide Plaza Location:N0900	Mail Code 5-02-210T	Columbus	US-OH	US	43215	614-435-3820
0001752724-24-292286	0000822977	Goldman Sachs Trust	811-05349	S2FHCT8U6D2VORP0J605	71 South Wacker Drive		Chicago	US-IL	US	60606	312-655-4400
0001752724-24-292312	0000357298	PERMANENT PORTFOLIO FAMILY OF FUNDS	811-03379	5493002D7HL9TL3C1F60	600 MONTGOMERY STREET	SUITE 4100	SAN FRANCISCO	US-CA	US	94111	415-398-8000
0001752724-24-292295	0000822977	Goldman Sachs Trust	811-05349	S2FHCT8U6D2VORP0J605	71 South Wacker Drive		Chicago	US-IL	US	60606	312-655-4400
0001752724-24-292297	0001415995	New York Life Investments ETF Trust	811-22227	549300RB5MLWJ1UN5M66	51 Madison Avenue	4th Floor	New York	US-NY	US	10010	888-474-7725
0001752724-24-292317	0001589756	Virtus Alternative Solutions Trust	811-22906	549300LL1U2Z63VKA167	101 Munson Street		Greenfield	US-MA	US	01301-9668	800-243-1574
0001752724-24-292313	0000357298	PERMANENT PORTFOLIO FAMILY OF FUNDS	811-03379	5493002D7HL9TL3C1F60	600 MONTGOMERY STREET	SUITE 4100	SAN FRANCISCO	US-CA	US	94111	415-398-8000
0000869392-24-002608	0001295293	Putnam Target Date Funds	811-21598	5493005X9RIMZKJNE675	100 FEDERAL STREET		BOSTON	US-MA	US	02110	1-800-225-1581
0001752724-24-292311	0000357298	PERMANENT PORTFOLIO FAMILY OF FUNDS	811-03379	5493002D7HL9TL3C1F60	600 MONTGOMERY STREET	SUITE 4100	SAN FRANCISCO	US-CA	US	94111	415-398-8000
0001752724-24-292404	0000830744	Wilmington Funds	811-05514	549300NMSZ1AKT3BZF47	1100 North Market Street	9th floor	Wilmington	US-DE	US	19890	716-842-4487
0001752724-24-292408	0000830744	Wilmington Funds	811-05514	549300NMSZ1AKT3BZF47	1100 North Market Street	9th floor	Wilmington	US-DE	US	19890	716-842-4487
0001752724-24-292409	0000830744	Wilmington Funds	811-05514	549300NMSZ1AKT3BZF47	1100 North Market Street	9th floor	Wilmington	US-DE	US	19890	716-842-4487
0001752724-24-292413	0000904333	SCHWAB CAPITAL TRUST	811-07704	549300PEK1H7N1HLC797	211 MAIN STREET		SAN FRANCISCO	US-CA	US	94105	800-648-5300
0001752724-24-292410	0000830744	Wilmington Funds	811-05514	549300NMSZ1AKT3BZF47	1100 North Market Street	9th floor	Wilmington	US-DE	US	19890	716-842-4487
0001752724-24-292424	0000904333	SCHWAB CAPITAL TRUST	811-07704	549300PEK1H7N1HLC797	211 MAIN STREET		SAN FRANCISCO	US-CA	US	94105	800-648-5300
0001752724-24-292414	0000904333	SCHWAB CAPITAL TRUST	811-07704	549300PEK1H7N1HLC797	211 MAIN STREET		SAN FRANCISCO	US-CA	US	94105	800-648-5300
0001752724-24-296102	0000820892	Nuveen Investment Funds, Inc.	811-05309	549300L93TESPETT4366	333 W. Wacker Dr		Chicago	US-IL	US	60606	312-917-7700
0001752724-24-297809	0000315700	Fidelity Advisor Series VII	811-03010	PM3JTBFBEM0RCCY2GO89	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0001752724-24-297787	0000945908	Fidelity Covington Trust	811-07319	549300JFYFTF85QAQR28	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0001752724-24-297792	0001898391	Fidelity Greenwood Street Trust	811-23762	549300467DYGTZIRI308	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0001752724-24-297863	0000945908	Fidelity Covington Trust	811-07319	549300JFYFTF85QAQR28	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0001752724-24-297785	0000751199	Fidelity Income Fund	811-04085	D66RCKM57LC8ELZCAY58	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0001752724-24-297810	0000945908	Fidelity Covington Trust	811-07319	549300JFYFTF85QAQR28	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0001752724-24-297836	0000315700	Fidelity Advisor Series VII	811-03010	PM3JTBFBEM0RCCY2GO89	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0001752724-24-297812	0001898391	Fidelity Greenwood Street Trust	811-23762	549300467DYGTZIRI308	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0001752724-24-297818	0000945908	Fidelity Covington Trust	811-07319	549300JFYFTF85QAQR28	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0001752724-24-297829	0000035315	Fidelity Salem Street Trust	811-02105	S4W85DGKOEJ24DPRB829	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0001752724-24-297830	0000035315	Fidelity Salem Street Trust	811-02105	S4W85DGKOEJ24DPRB829	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0001752724-24-297796	0000945908	Fidelity Covington Trust	811-07319	549300JFYFTF85QAQR28	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0001752724-24-297843	0000225322	Fidelity Summer Street Trust	811-02737	P1TJ3M056NR1SYX5LY49	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0001752724-24-297819	0000081205	Fidelity Puritan Trust	811-00649	WDA1I420M36T9HTVU696	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0001752724-24-297849	0000320351	Fidelity Select Portfolios	811-03114	Z57125JG1LHEQKDYS630	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0001752724-24-297808	0000028540	Fidelity Oxford Street Trust	811-03480	Z2ZIGDKL3355UQRAKY22	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0001752724-24-297881	0000751199	Fidelity Income Fund	811-04085	D66RCKM57LC8ELZCAY58	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0001752724-24-297841	0001898391	Fidelity Greenwood Street Trust	811-23762	549300467DYGTZIRI308	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0001752724-24-297807	0000315700	Fidelity Advisor Series VII	811-03010	PM3JTBFBEM0RCCY2GO89	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0001752724-24-297855	0001898391	Fidelity Greenwood Street Trust	811-23762	549300467DYGTZIRI308	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0001752724-24-297833	0000754510	Fidelity Securities Fund	811-04118	LIUMB3NDWOFJPXVROE85	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0001752724-24-239404	0000930667	iShares, Inc.	811-09102	549300MGJZCNMJLBAJ67	400 HOWARD STREET		SAN FRANCISCO	US-CA	US	94105	800-474-2737
0001752724-24-239400	0001100663	iShares Trust	811-09729	5493000860OXIC4B5K91	400 Howard Street		San Francisco	US-CA	US	94105	800-474-2737
0001752724-24-239405	0001100663	iShares Trust	811-09729	5493000860OXIC4B5K91	400 Howard Street		San Francisco	US-CA	US	94105	800-474-2737
0001752724-24-239376	0001100663	iShares Trust	811-09729	5493000860OXIC4B5K91	400 Howard Street		San Francisco	US-CA	US	94105	800-474-2737
0001145549-24-065713	0001540305	ETF Series Solutions	811-22668	5493008BB0X0GYS3UI50	615 E Michigan Street		Milwaukee	US-WI	US	53202	414-516-1645
0001752724-24-240234	0001100663	iShares Trust	811-09729	5493000860OXIC4B5K91	400 Howard Street		San Francisco	US-CA	US	94105	800-474-2737
0001752724-24-240566	0001378872	Invesco Exchange-Traded Fund Trust II	811-21977	O540V2L4S174Y60FMD36	3500 Lacey Road	Suite 700	Downers Grove	US-IL	US	60515	800-983-0903
0001752724-24-240578	0001378872	Invesco Exchange-Traded Fund Trust II	811-21977	O540V2L4S174Y60FMD36	3500 Lacey Road	Suite 700	Downers Grove	US-IL	US	60515	800-983-0903
0001145549-24-065104	0001352280	Columbia Funds Series Trust II	811-21852	549300ETFU8G7TK7WT48	290 Congress Street		Boston	US-MA	US	02110	800-345-6611
0001145549-24-065117	0001097519	Columbia Funds Series Trust	811-09645	549300712V4UL3XCAB43	290 Congress Street		Boston	US-MA	US	02110	800-345-6611
0001752724-24-240830	0001503123	DBX ETF Trust	811-22487	DNLQXYGHEZ10Q9SIK386	875 Third Avenue		New York	US-NY	US	10022-6225	212-454-4500
0001752724-24-240632	0001195739	Nuveen New York AMT-Free Quality Municipal Income Fund	811-21211	549300V4X2BF3UXSCQ58	333 W. Wacker Dr		Chicago	US-IL	US	60606	312-917-7700
0001752724-24-240732	0001018975	Nuveen Multistate Trust II	811-07755	549300IEL53UNMUSWW03	333 W. Wacker Dr		Chicago	US-IL	US	60606	312-917-7700
0001752724-24-240736	0000820892	Nuveen Investment Funds, Inc.	811-05309	549300L93TESPETT4366	333 W. Wacker Dr		Chicago	US-IL	US	60606	312-917-7700
0001752724-24-240772	0001503123	DBX ETF Trust	811-22487	DNLQXYGHEZ10Q9SIK386	875 Third Avenue		New York	US-NY	US	10022-6225	212-454-4500
0001752724-24-240640	0001018973	Nuveen Multistate Trust IV	811-07751	549300X88GJN1SEFP710	333 W. Wacker Dr		Chicago	US-IL	US	60606	312-917-7700
0001752724-24-240739	0001084380	TIAA-CREF Funds	811-09301	549300L8R42TEBN5NG46	730 Third Avenue		New York	US-NY	US	10017	800-842-2733
0001752724-24-240873	0001199046	Unified Series Trust	811-21237	549300NFHRL589EP7U13	225 Pictoria Drive	Suite 450	Cincinnati	US-OH	US	45246	513-587-3400
0001752724-24-237088	0000783740	MFS SERIES TRUST X	811-04492	5493001MUVNRNUPJY164	111 HUNTINGTON AVENUE		BOSTON	US-MA	US	02199	617-954-5000
0001752724-24-240829	0001503123	DBX ETF Trust	811-22487	DNLQXYGHEZ10Q9SIK386	875 Third Avenue		New York	US-NY	US	10022-6225	212-454-4500
0001752724-24-240738	0001084380	TIAA-CREF Funds	811-09301	549300L8R42TEBN5NG46	730 Third Avenue		New York	US-NY	US	10017	800-842-2733
0001752724-24-240858	0000880366	Legg Mason Partners Investment Trust	811-06444	5493006N9MF7V29DK342	620 Eighth Avenue	47thFloor	New York	US-NY	US	10018	1-877-721-1926
0001752724-24-274821	0001199046	Unified Series Trust	811-21237	549300NFHRL589EP7U13	225 Pictoria Drive	Suite 450	Cincinnati	US-OH	US	45246	513-587-3400
0001398344-24-022208	0001317146	MML Series Investment Fund II	811-21714	XSZQMOMB2JPNHA01JH98	1295 State Street		Springfield	US-MA	US	01111-0001	4137441000
0001752724-24-275006	0001859001	WisdomTree Digital Trust	811-23659	549300NY04UPBR9ODB18	250 WEST 34TH STREET	3RD FLOOR	NEW YORK	US-NY	US	10119	866-909-9473
0001752724-24-275489	0001032423	Diamond Hill Funds	811-08061	549300PZZTQU6QTHS663	325 John H. McConnell Blvd.	Suite 200	Columbus	US-OH	US	43215	888-226-5595
0001752724-24-275022	0001350487	WisdomTree Trust	811-21864	549300SEVJBU47TE8855	250 West 34th Street	3rd Floor	New York	US-NY	US	10119	866-909-9473
0001752724-24-275706	0000877670	Gabelli Equity Series Funds Inc	811-06367	5493007J8TJQ0MSHWY40	One Corporate Center		Rye	US-NY	US	10580-1422	1-800-422-3554
0002000324-24-003335	0001924868	Tidal Trust II	811-23793	549300BGXECFCIZF2P89	234 West Florida Street	Suite 203	Milwaukee	US-WI	US	53204	8449867676
0002000324-24-003381	0000836267	SCM Trust	811-05617	254900SUSEM61EA08I06	1875 Lawrence Street, Suite 300		Denver	US-CO	US	80202-1805	800-955-9988
0001145549-24-077252	0001660765	CLAYTON STREET TRUST	811-23121	549300A5MQR2XX0LRL20	151 DETROIT STREET		DENVER	US-CO	US	80206	303-333-3863
0001752724-24-275936	0001593547	ADVISORS' INNER CIRCLE III	811-22920	549300TG800HOPJVWT31	ONE FREEDOM VALLEY DRIVE		OAKS	US-PA	US	19456	8774463863
0001145549-24-077091	0000919567	RENN FUND, INC.	811-22299	549300EVIWYKS7DR4714	470 PARK AVENUE SOUTH		NEW YORK	US-NY	US	10016	9147036904
0001752724-24-275949	0000896435	AIM Variable Insurance Funds (Invesco Variable Insurance Funds)	811-07452	FC4UULIMJMGKBDUARB13	11 Greenway Plaza	Suite 1000	Houston	US-TX	US	77046-1173	800-959-4246
0001752724-24-275747	0001045487	JAMES ADVANTAGE FUNDS	811-08411	549300426TIVT528ZP40	225 Pictoria Drive, Suite 450		Cincinnati	US-OH	US	45246	513-587-3400
0001398344-24-022389	0001815608	Modern Capital Funds Trust	811-23582	549300VBKEL6G7NEPM08	150 Prospect Street	Unit 23	Greenwich	US-CT	US	6830	252-972-9922
0001752724-24-275955	0000896435	AIM Variable Insurance Funds (Invesco Variable Insurance Funds)	811-07452	FC4UULIMJMGKBDUARB13	11 Greenway Plaza	Suite 1000	Houston	US-TX	US	77046-1173	800-959-4246
0001752724-24-275965	0000896435	AIM Variable Insurance Funds (Invesco Variable Insurance Funds)	811-07452	FC4UULIMJMGKBDUARB13	11 Greenway Plaza	Suite 1000	Houston	US-TX	US	77046-1173	800-959-4246
0001752724-24-275856	0001940499	JPMorgan Private Markets Fund	811-23832	5493000HZ3TMQDKWUM09	277 Park Avenue	21ST Floor	New York	US-NY	US	10172	212-648-2293
0001145549-24-077254	0001660765	CLAYTON STREET TRUST	811-23121	549300A5MQR2XX0LRL20	151 DETROIT STREET		DENVER	US-CO	US	80206	303-333-3863
0001145549-24-077043	0001702885	NB Crossroads Private Markets Fund V Holdings LP	811-23315	549300UQBM0HC32PP512	325 North Saint Paul Street	49th Floor	Dallas	US-TX	US	75201	2124768800
0001145549-24-077213	0000277751	JANUS INVESTMENT FUND	811-01879	W6UYDZFUOFJ4HQQ32382	151 Detroit Street		Denver	US-CO	US	80206	303-333-3863
0001145549-24-077282	0001591939	Absolute Shares Trust	811-22917	5493005LD0D8EHH9CD08	331 Newman Springs Rd	Suite 143	Red Bank	US-NJ	US	07701	732-842-4920
0001752724-24-296030	0001100663	iShares Trust	811-09729	5493000860OXIC4B5K91	400 Howard Street		San Francisco	US-CA	US	94105	800-474-2737
0001752724-24-296062	0001100663	iShares Trust	811-09729	5493000860OXIC4B5K91	400 Howard Street		San Francisco	US-CA	US	94105	800-474-2737
0001752724-24-296064	0001084380	TIAA-CREF Funds	811-09301	549300L8R42TEBN5NG46	730 Third Avenue		New York	US-NY	US	10017	800-842-2733
0001145549-24-080689	0001286087	Perritt Funds Inc	811-21556	549300OLJ7DQJB66FB73	300 South Wacker Drive	Suite 600	Chicago	US-IL	US	60606	312-669-1650
0001752724-24-296142	0001635073	NuShares ETF Trust	811-23161	549300UWO63YZ5POLH71	333 W. Wacker Dr		Chicago	US-IL	US	60606	312-917-7700
0001752724-24-296089	0001635073	NuShares ETF Trust	811-23161	549300UWO63YZ5POLH71	333 W. Wacker Dr		Chicago	US-IL	US	60606	312-917-7700
0001752724-24-296135	0001635073	NuShares ETF Trust	811-23161	549300UWO63YZ5POLH71	333 W. Wacker Dr		Chicago	US-IL	US	60606	312-917-7700
0001752724-24-296097	0001100663	iShares Trust	811-09729	5493000860OXIC4B5K91	400 Howard Street		San Francisco	US-CA	US	94105	800-474-2737
0001752724-24-296147	0001390204	Nuveen Managed Accounts Portfolio Trust	811-22023	549300UCXWPJD55OUC23	333 W. Wacker Dr		Chicago	US-IL	US	60606	312-917-7700
0001752724-24-296138	0001041673	Nuveen Investment Trust II	811-08333	5493007F5YXDUN8Q5A93	333 W. Wacker Dr		Chicago	US-IL	US	60606	312-917-7700
0001752724-24-298195	0001209466	Invesco Exchange-Traded Fund Trust	811-21265	QPT4TMG79RF3UWNU0R52	3500 Lacey Road	Suite 700	Downers Grove	US-IL	US	60515	800-983-0903
0001752724-24-298210	0001209466	Invesco Exchange-Traded Fund Trust	811-21265	QPT4TMG79RF3UWNU0R52	3500 Lacey Road	Suite 700	Downers Grove	US-IL	US	60515	800-983-0903
0001752724-24-298218	0001209466	Invesco Exchange-Traded Fund Trust	811-21265	QPT4TMG79RF3UWNU0R52	3500 Lacey Road	Suite 700	Downers Grove	US-IL	US	60515	800-983-0903
0001752724-24-298205	0001209466	Invesco Exchange-Traded Fund Trust	811-21265	QPT4TMG79RF3UWNU0R52	3500 Lacey Road	Suite 700	Downers Grove	US-IL	US	60515	800-983-0903
0001752724-24-298187	0001209466	Invesco Exchange-Traded Fund Trust	811-21265	QPT4TMG79RF3UWNU0R52	3500 Lacey Road	Suite 700	Downers Grove	US-IL	US	60515	800-983-0903
0001752724-24-298206	0001209466	Invesco Exchange-Traded Fund Trust	811-21265	QPT4TMG79RF3UWNU0R52	3500 Lacey Road	Suite 700	Downers Grove	US-IL	US	60515	800-983-0903
0001752724-24-298180	0001209466	Invesco Exchange-Traded Fund Trust	811-21265	QPT4TMG79RF3UWNU0R52	3500 Lacey Road	Suite 700	Downers Grove	US-IL	US	60515	800-983-0903
0001752724-24-298228	0000003521	ALGER FUNDS	811-01355	549300GSR7CWA7IW4H72	100 Pearl Street		New York	US-NY	US	10004	212-806-8833
0001145549-24-082083	0001415726	Innovator ETFs Trust	811-22135	549300MFJRNH6TF8OL20	109 North Hale Street		Wheaton	US-IL	US	60187	800-208-5212
